Domains(Old),Domains(New)
100.6.4.64.in-addr.arpa,onedrivefor.biz.
100.6.4.64.in-addr.arpa,onedrivepro.biz.
100.6.4.64.in-addr.arpa,onedrivepro.com.
100.6.4.64.in-addr.arpa,onedrivepro.net.
100.6.4.64.in-addr.arpa,pil-network.in.
100.6.4.64.in-addr.arpa,pocketsingh.co.in.
100.6.4.64.in-addr.arpa,projecspark.com.
100.6.4.64.in-addr.arpa,projecspark.net.
100.6.4.64.in-addr.arpa,shopsurface.com.
100.6.4.64.in-addr.arpa,skype-prime.nl.
100.6.4.64.in-addr.arpa,skype-prime.com.br.
100.6.4.64.in-addr.arpa,skypegroups.hu.
100.6.4.64.in-addr.arpa,skypevoices.nl.
100.6.4.64.in-addr.arpa,smartretail.org.
100.6.4.64.in-addr.arpa,spicysweets.com.
100.6.4.64.in-addr.arpa,storesimple.co.in.
100.6.4.64.in-addr.arpa,storesimple.in.
100.6.4.64.in-addr.arpa,surfaceapps.com.
100.6.4.64.in-addr.arpa,surfacecard.com.
100.6.4.64.in-addr.arpa,surfacecard.net.
100.6.4.64.in-addr.arpa,surfacedesk.com.
100.6.4.64.in-addr.arpa,surfacedesk.net.
100.6.4.64.in-addr.arpa,surfacegame.com.
100.6.4.64.in-addr.arpa,surfacegame.net.
100.6.4.64.in-addr.arpa,surfacehome.net.
100.6.4.64.in-addr.arpa,surfacemail.net.
100.6.4.64.in-addr.arpa,surfacewall.com.
100.6.4.64.in-addr.arpa,surfacewall.net.
100.6.4.64.in-addr.arpa,therealcity.com.
100.6.4.64.in-addr.arpa,trustbridge.com.
100.6.4.64.in-addr.arpa,usedsurface.com.
100.6.4.64.in-addr.arpa,votecounter.com.
100.6.4.64.in-addr.arpa,windows-bvt.com.
100.6.4.64.in-addr.arpa,windows-bvt.org.
100.6.4.64.in-addr.arpa,windows-ctp.com.
100.6.4.64.in-addr.arpa,windows-ctp.org.
100.6.4.64.in-addr.arpa,windowsholo.com.
100.6.4.64.in-addr.arpa,windowsholo.net.
100.6.4.64.in-addr.arpa,winhologram.com.
100.6.4.64.in-addr.arpa,winhologram.net.
100.6.4.64.in-addr.arpa,winhololens.com.
100.6.4.64.in-addr.arpa,winhololens.net.
100.6.4.64.in-addr.arpa,wwwonedrive.com.
100.6.4.64.in-addr.arpa,xboxfitness.at.
100.6.4.64.in-addr.arpa,xboxfitness.co.at.
100.6.4.64.in-addr.arpa,xboxfitness.co.il.
100.6.4.64.in-addr.arpa,xboxfitness.co.za.
100.6.4.64.in-addr.arpa,xboxfitness.cz.
100.6.4.64.in-addr.arpa,xboxfitness.de.
100.6.4.64.in-addr.arpa,xboxfitness.dk.
100.6.4.64.in-addr.arpa,xboxfitness.fi.
100.6.4.64.in-addr.arpa,xboxfitness.fr.
100.6.4.64.in-addr.arpa,xboxfitness.hu.
100.6.4.64.in-addr.arpa,xboxfitness.ie.
100.6.4.64.in-addr.arpa,xboxfitness.it.
100.6.4.64.in-addr.arpa,xboxfitness.mx.
100.6.4.64.in-addr.arpa,xboxfitness.nl.
100.6.4.64.in-addr.arpa,xboxfitness.no.
100.6.4.64.in-addr.arpa,xboxfitness.pl.
100.6.4.64.in-addr.arpa,xboxfitness.ru.
100.6.4.64.in-addr.arpa,xboxfitness.com.br.
100.6.4.64.in-addr.arpa,xboxfitness.com.mx.
100.6.4.64.in-addr.arpa,xboxfitness.com.pt.
100.6.4.64.in-addr.arpa,aboutsurface.com.
100.6.4.64.in-addr.arpa,activemarket.com.
100.6.4.64.in-addr.arpa,app-producer.com.
100.6.4.64.in-addr.arpa,bilingualdba.us.
100.6.4.64.in-addr.arpa,bilingualdba.biz.
100.6.4.64.in-addr.arpa,bilingualdba.com.
100.6.4.64.in-addr.arpa,bilingualdba.net.
100.6.4.64.in-addr.arpa,bilingualdba.info.
100.6.4.64.in-addr.arpa,blendinsider.com.
100.6.4.64.in-addr.arpa,buildbingadd.com.
100.6.4.64.in-addr.arpa,buildbingads.com.
100.6.4.64.in-addr.arpa,computex2013.tw.
100.6.4.64.in-addr.arpa,computex2014.tw.
100.6.4.64.in-addr.arpa,computex2015.tw.
100.6.4.64.in-addr.arpa,createadbing.com.
100.6.4.64.in-addr.arpa,createbingad.com.
100.6.4.64.in-addr.arpa,devreadiness.com.
100.6.4.64.in-addr.arpa,emailsurface.com.
100.6.4.64.in-addr.arpa,emailsurface.net.
100.6.4.64.in-addr.arpa,emergenceday.be.
100.6.4.64.in-addr.arpa,emergenceday.co.uk.
100.6.4.64.in-addr.arpa,emergenceday.eu.
100.6.4.64.in-addr.arpa,emergenceday.com.
100.6.4.64.in-addr.arpa,emergenceday.net.
100.6.4.64.in-addr.arpa,emergenceday.org.
100.6.4.64.in-addr.arpa,exchangelabs.org.
100.6.4.64.in-addr.arpa,familysafety.tw.
100.6.4.64.in-addr.arpa,flicksurface.com.
100.6.4.64.in-addr.arpa,flicksurface.net.
100.6.4.64.in-addr.arpa,freetogather.com.
100.6.4.64.in-addr.arpa,haloinfinity.ca.
100.6.4.64.in-addr.arpa,haloinfinity.co.in.
100.6.4.64.in-addr.arpa,haloinfinity.co.uk.
100.6.4.64.in-addr.arpa,haloinfinity.hk.
100.6.4.64.in-addr.arpa,haloinfinity.in.
100.6.4.64.in-addr.arpa,haloinfinity.jp.
100.6.4.64.in-addr.arpa,haloinfinity.ru.
100.6.4.64.in-addr.arpa,haloinfinity.tw.
100.6.4.64.in-addr.arpa,haloinfinity.com.cn.
100.6.4.64.in-addr.arpa,haloinfinity.com.hk.
100.6.4.64.in-addr.arpa,haloinfinity.com.tw.
100.6.4.64.in-addr.arpa,haloinfinity.net.
100.6.4.64.in-addr.arpa,haloinfinity.org.
100.6.4.64.in-addr.arpa,haloinfinity.mobi.
100.6.4.64.in-addr.arpa,huntthetruth.com.
100.6.4.64.in-addr.arpa,icrosoftband.com.
100.6.4.64.in-addr.arpa,icrosoftedge.com.
100.6.4.64.in-addr.arpa,ikwileen2in1.be.
100.6.4.64.in-addr.arpa,imagineplace.net.
100.6.4.64.in-addr.arpa,imagineplace.org.
100.6.4.64.in-addr.arpa,intellitrace.com.
100.6.4.64.in-addr.arpa,jeveuxun2en1.be.
100.6.4.64.in-addr.arpa,lifeondemand.com.au.
100.6.4.64.in-addr.arpa,m100original.com.
100.6.4.64.in-addr.arpa,m100original.net.
100.6.4.64.in-addr.arpa,mcrosoftband.com.
100.6.4.64.in-addr.arpa,mcrosoftedge.com.
100.6.4.64.in-addr.arpa,mediabrokers.net.
100.6.4.64.in-addr.arpa,meetonedrive.net.
100.6.4.64.in-addr.arpa,micosoftband.com.
100.6.4.64.in-addr.arpa,micosoftedge.com.
100.6.4.64.in-addr.arpa,microoftband.com.
100.6.4.64.in-addr.arpa,microoftedge.com.
100.6.4.64.in-addr.arpa,microsftband.com.
100.6.4.64.in-addr.arpa,microsftedge.com.
100.6.4.64.in-addr.arpa,microsofband.com.
100.6.4.64.in-addr.arpa,microsofedge.com.
100.6.4.64.in-addr.arpa,microsoftand.com.
100.6.4.64.in-addr.arpa,microsoftbad.com.
100.6.4.64.in-addr.arpa,microsoftban.com.
100.6.4.64.in-addr.arpa,microsoftbnd.com.
100.6.4.64.in-addr.arpa,microsoftdge.com.
100.6.4.64.in-addr.arpa,microsoftede.com.
100.6.4.64.in-addr.arpa,microsoftedg.com.
100.6.4.64.in-addr.arpa,microsoftege.com.
100.6.4.64.in-addr.arpa,microsofthub.ca.
100.6.4.64.in-addr.arpa,microsofthub.cn.
100.6.4.64.in-addr.arpa,microsofthub.co.in.
100.6.4.64.in-addr.arpa,microsofthub.co.uk.
100.6.4.64.in-addr.arpa,microsofthub.hk.
100.6.4.64.in-addr.arpa,microsofthub.in.
100.6.4.64.in-addr.arpa,microsofthub.jp.
100.6.4.64.in-addr.arpa,microsofthub.tw.
100.6.4.64.in-addr.arpa,microsofthub.com.au.
100.6.4.64.in-addr.arpa,microsofthub.com.cn.
100.6.4.64.in-addr.arpa,microsofthub.com.hk.
100.6.4.64.in-addr.arpa,microsofthub.com.tw.
100.6.4.64.in-addr.arpa,microsofthub.org.
100.6.4.64.in-addr.arpa,microsotband.com.
100.6.4.64.in-addr.arpa,microsotedge.com.
100.6.4.64.in-addr.arpa,micrsoftband.com.
100.6.4.64.in-addr.arpa,micrsoftedge.com.
100.6.4.64.in-addr.arpa,mirosoftband.com.
100.6.4.64.in-addr.arpa,mirosoftedge.com.
100.6.4.64.in-addr.arpa,modernhealth.be.
100.6.4.64.in-addr.arpa,msedutrainer.com.
100.6.4.64.in-addr.arpa,msenterprise.ru.
100.6.4.64.in-addr.arpa,msfthologram.com.
100.6.4.64.in-addr.arpa,msfthologram.net.
100.6.4.64.in-addr.arpa,msfthololens.com.
100.6.4.64.in-addr.arpa,msfthololens.net.
100.6.4.64.in-addr.arpa,musicsurface.com.
100.6.4.64.in-addr.arpa,musicsurface.net.
100.6.4.64.in-addr.arpa,netgadgeteer.com.
100.6.4.64.in-addr.arpa,netgadgeteer.net.
100.6.4.64.in-addr.arpa,oemextraedge.com.
100.6.4.64.in-addr.arpa,officeonline.com.
100.6.4.64.in-addr.arpa,officeonline.net.
100.6.4.64.in-addr.arpa,ourtopphotos.com.
100.6.4.64.in-addr.arpa,paintsurface.com.
100.6.4.64.in-addr.arpa,paintsurface.net.
100.6.4.64.in-addr.arpa,phonesurface.com.
100.6.4.64.in-addr.arpa,phonesurface.net.
100.6.4.64.in-addr.arpa,photosurface.net.
100.6.4.64.in-addr.arpa,preparetofly.com.
100.6.4.64.in-addr.arpa,projectnatal.co.uk.
100.6.4.64.in-addr.arpa,projectnatal.net.
100.6.4.64.in-addr.arpa,projectsparc.com.
100.6.4.64.in-addr.arpa,projectsparc.net.
100.6.4.64.in-addr.arpa,projectspark.net.
100.6.4.64.in-addr.arpa,projectsparq.com.
100.6.4.64.in-addr.arpa,projectsparq.net.
100.6.4.64.in-addr.arpa,projectspork.net.
100.6.4.64.in-addr.arpa,projectsprak.com.
100.6.4.64.in-addr.arpa,projectsprak.net.
100.6.4.64.in-addr.arpa,projectsprok.com.
100.6.4.64.in-addr.arpa,projectsprok.net.
100.6.4.64.in-addr.arpa,reco-builder.com.
100.6.4.64.in-addr.arpa,reef-project.org.
100.6.4.64.in-addr.arpa,restartitaly.com.
100.6.4.64.in-addr.arpa,rysethecomic.com.
100.6.4.64.in-addr.arpa,sketchsketch.com.
100.6.4.64.in-addr.arpa,skypecasting.hu.
100.6.4.64.in-addr.arpa,skypeconnect.ee.
100.6.4.64.in-addr.arpa,skypeconnect.nl.
100.6.4.64.in-addr.arpa,skypeconnect.com.br.
100.6.4.64.in-addr.arpa,skypemanager.nl.
100.6.4.64.in-addr.arpa,skypemanager.com.br.
100.6.4.64.in-addr.arpa,smartsurface.org.
100.6.4.64.in-addr.arpa,sparkthegame.com.
100.6.4.64.in-addr.arpa,sparkthegame.net.
100.6.4.64.in-addr.arpa,sporkproject.com.
100.6.4.64.in-addr.arpa,sporkproject.net.
100.6.4.64.in-addr.arpa,sqlhdinsight.com.
100.6.4.64.in-addr.arpa,sqlhdinsight.net.
100.6.4.64.in-addr.arpa,storesurface.com.
100.6.4.64.in-addr.arpa,surfacechess.com.
100.6.4.64.in-addr.arpa,surfacechess.net.
100.6.4.64.in-addr.arpa,surfaceemail.net.
100.6.4.64.in-addr.arpa,surfaceflick.com.
100.6.4.64.in-addr.arpa,surfaceflick.net.
100.6.4.64.in-addr.arpa,surfacemusic.net.
100.6.4.64.in-addr.arpa,surfacepaint.com.
100.6.4.64.in-addr.arpa,surfacepaint.net.
100.6.4.64.in-addr.arpa,surfacephone.com.
100.6.4.64.in-addr.arpa,surfacephone.net.
100.6.4.64.in-addr.arpa,surfacephoto.net.
100.6.4.64.in-addr.arpa,surfaceradio.com.
100.6.4.64.in-addr.arpa,surfaceradio.net.
100.6.4.64.in-addr.arpa,surfacesport.com.
100.6.4.64.in-addr.arpa,surfacesport.net.
100.6.4.64.in-addr.arpa,surfacestage.com.
100.6.4.64.in-addr.arpa,surfacestage.net.
100.6.4.64.in-addr.arpa,surfacetable.net.
100.6.4.64.in-addr.arpa,surfacethree.com.
100.6.4.64.in-addr.arpa,surfacethree.net.
100.6.4.64.in-addr.arpa,tablesurface.com.
100.6.4.64.in-addr.arpa,tabletzavizo.cz.
100.6.4.64.in-addr.arpa,tasinmavakti.com.
100.6.4.64.in-addr.arpa,thehybridway.tw.
100.6.4.64.in-addr.arpa,thehybridway.com.tw.
100.6.4.64.in-addr.arpa,visualfoxpro.org.
100.6.4.64.in-addr.arpa,visualfoxpro.info.
100.6.4.64.in-addr.arpa,voltbusiness.asia.
100.6.4.64.in-addr.arpa,vs2010launch.net.
100.6.4.64.in-addr.arpa,weethetzeker.be.
100.6.4.64.in-addr.arpa,whymicrosoft.tw.
100.6.4.64.in-addr.arpa,windows-beta.com.
100.6.4.64.in-addr.arpa,windows-beta.org.
100.6.4.64.in-addr.arpa,windows-gift.tw.
100.6.4.64.in-addr.arpa,windowsazure.com.pt.
100.6.4.64.in-addr.arpa,windowsazure.berlin.
100.6.4.64.in-addr.arpa,winholograms.com.
100.6.4.64.in-addr.arpa,winholograms.net.
100.6.4.64.in-addr.arpa,xboxoneguide.de.
100.6.4.64.in-addr.arpa,xboxoneguide.ru.
100.6.4.64.in-addr.arpa,youth4afrika.com.
100.6.4.64.in-addr.arpa,youth4afrika.net.
100.6.4.64.in-addr.arpa,youth4afrika.org.
100.6.4.64.in-addr.arpa,343industries.com.
100.6.4.64.in-addr.arpa,343industries.net.
100.6.4.64.in-addr.arpa,activekeyword.com.
100.6.4.64.in-addr.arpa,adfreeoutlook.com.
100.6.4.64.in-addr.arpa,amabasodiarlo.com.
100.6.4.64.in-addr.arpa,bethedecision.co.uk.
100.6.4.64.in-addr.arpa,bethedecision.com.
100.6.4.64.in-addr.arpa,bethedecision.net.
100.6.4.64.in-addr.arpa,bigdatadebate.ca.
100.6.4.64.in-addr.arpa,bingadsretail.com.
100.6.4.64.in-addr.arpa,bingadssocial.com.
100.6.4.64.in-addr.arpa,bingadstravel.com.
100.6.4.64.in-addr.arpa,blendinsiders.com.
100.6.4.64.in-addr.arpa,browsesurface.com.
100.6.4.64.in-addr.arpa,browsesurface.net.
100.6.4.64.in-addr.arpa,countdownie10.in.
100.6.4.64.in-addr.arpa,createbingadd.com.
100.6.4.64.in-addr.arpa,crmtechcenter.com.
100.6.4.64.in-addr.arpa,digitaleatery.de.
100.6.4.64.in-addr.arpa,digitaleatery.net.
100.6.4.64.in-addr.arpa,digitalhealth.tv.
100.6.4.64.in-addr.arpa,discovermetro.com.
100.6.4.64.in-addr.arpa,endlessskater.com.
100.6.4.64.in-addr.arpa,endlessskater.net.
100.6.4.64.in-addr.arpa,getencryption.com.
100.6.4.64.in-addr.arpa,goodscientist.com.
100.6.4.64.in-addr.arpa,hostedgitrepo.com.
100.6.4.64.in-addr.arpa,hostedgitrepo.net.
100.6.4.64.in-addr.arpa,ie10countdown.in.
100.6.4.64.in-addr.arpa,latamcxoforum.com.
100.6.4.64.in-addr.arpa,lookupsurface.com.
100.6.4.64.in-addr.arpa,lyncargentina.com.
100.6.4.64.in-addr.arpa,lyncargentina.net.
100.6.4.64.in-addr.arpa,mepncommunity.com.
100.6.4.64.in-addr.arpa,mepncommunity.net.
100.6.4.64.in-addr.arpa,microsoft-hub.com.
100.6.4.64.in-addr.arpa,microsoft-hub.net.
100.6.4.64.in-addr.arpa,microsoftband.at.
100.6.4.64.in-addr.arpa,microsoftband.be.
100.6.4.64.in-addr.arpa,microsoftband.ca.
100.6.4.64.in-addr.arpa,microsoftband.ch.
100.6.4.64.in-addr.arpa,microsoftband.cm.
100.6.4.64.in-addr.arpa,microsoftband.cn.
100.6.4.64.in-addr.arpa,microsoftband.co.
100.6.4.64.in-addr.arpa,microsoftband.co.il.
100.6.4.64.in-addr.arpa,microsoftband.co.in.
100.6.4.64.in-addr.arpa,microsoftband.co.kr.
100.6.4.64.in-addr.arpa,microsoftband.co.nz.
100.6.4.64.in-addr.arpa,microsoftband.co.za.
100.6.4.64.in-addr.arpa,microsoftband.cz.
100.6.4.64.in-addr.arpa,microsoftband.dk.
100.6.4.64.in-addr.arpa,microsoftband.es.
100.6.4.64.in-addr.arpa,microsoftband.eu.
100.6.4.64.in-addr.arpa,microsoftband.fi.
100.6.4.64.in-addr.arpa,microsoftband.fr.
100.6.4.64.in-addr.arpa,microsoftband.hk.
100.6.4.64.in-addr.arpa,microsoftband.hu.
100.6.4.64.in-addr.arpa,microsoftband.ie.
100.6.4.64.in-addr.arpa,microsoftband.in.
100.6.4.64.in-addr.arpa,microsoftband.it.
100.6.4.64.in-addr.arpa,microsoftband.jp.
100.6.4.64.in-addr.arpa,microsoftband.kr.
100.6.4.64.in-addr.arpa,microsoftband.ms.
100.6.4.64.in-addr.arpa,microsoftband.mx.
100.6.4.64.in-addr.arpa,microsoftband.nl.
100.6.4.64.in-addr.arpa,microsoftband.no.
100.6.4.64.in-addr.arpa,microsoftband.pl.
100.6.4.64.in-addr.arpa,microsoftband.ru.
100.6.4.64.in-addr.arpa,microsoftband.se.
100.6.4.64.in-addr.arpa,microsoftband.sg.
100.6.4.64.in-addr.arpa,microsoftband.tv.
100.6.4.64.in-addr.arpa,microsoftband.tw.
100.6.4.64.in-addr.arpa,microsoftband.us.
100.6.4.64.in-addr.arpa,microsoftband.com.ar.
100.6.4.64.in-addr.arpa,microsoftband.com.au.
100.6.4.64.in-addr.arpa,microsoftband.com.br.
100.6.4.64.in-addr.arpa,microsoftband.com.cn.
100.6.4.64.in-addr.arpa,microsoftband.com.es.
100.6.4.64.in-addr.arpa,microsoftband.com.gr.
100.6.4.64.in-addr.arpa,microsoftband.com.hk.
100.6.4.64.in-addr.arpa,microsoftband.com.mx.
100.6.4.64.in-addr.arpa,microsoftband.com.my.
100.6.4.64.in-addr.arpa,microsoftband.com.pl.
100.6.4.64.in-addr.arpa,microsoftband.com.pt.
100.6.4.64.in-addr.arpa,microsoftband.com.sg.
100.6.4.64.in-addr.arpa,microsoftband.com.tr.
100.6.4.64.in-addr.arpa,microsoftband.com.tw.
100.6.4.64.in-addr.arpa,microsoftband.net.
100.6.4.64.in-addr.arpa,microsoftband.org.
100.6.4.64.in-addr.arpa,microsoftedge.bg.
100.6.4.64.in-addr.arpa,microsoftedge.ca.
100.6.4.64.in-addr.arpa,microsoftedge.cl.
100.6.4.64.in-addr.arpa,microsoftedge.co.kr.
100.6.4.64.in-addr.arpa,microsoftedge.co.th.
100.6.4.64.in-addr.arpa,microsoftedge.eu.
100.6.4.64.in-addr.arpa,microsoftedge.fi.
100.6.4.64.in-addr.arpa,microsoftedge.hk.
100.6.4.64.in-addr.arpa,microsoftedge.ie.
100.6.4.64.in-addr.arpa,microsoftedge.kr.
100.6.4.64.in-addr.arpa,microsoftedge.ro.
100.6.4.64.in-addr.arpa,microsoftedge.sg.
100.6.4.64.in-addr.arpa,microsoftedge.com.ec.
100.6.4.64.in-addr.arpa,microsoftedge.com.gr.
100.6.4.64.in-addr.arpa,microsoftedge.com.hk.
100.6.4.64.in-addr.arpa,microsoftedge.com.hr.
100.6.4.64.in-addr.arpa,microsoftedge.com.my.
100.6.4.64.in-addr.arpa,microsoftedge.com.pa.
100.6.4.64.in-addr.arpa,microsoftedge.com.pl.
100.6.4.64.in-addr.arpa,microsoftedge.com.ro.
100.6.4.64.in-addr.arpa,microsoftedge.com.sg.
100.6.4.64.in-addr.arpa,microsoftedge.com.tr.
100.6.4.64.in-addr.arpa,microsoftholo.com.
100.6.4.64.in-addr.arpa,microsoftholo.net.
100.6.4.64.in-addr.arpa,microsoftkobi.com.
100.6.4.64.in-addr.arpa,microsoftmesh.co.uk.
100.6.4.64.in-addr.arpa,microsoftmesh.de.
100.6.4.64.in-addr.arpa,microsoftmesh.jp.
100.6.4.64.in-addr.arpa,microsoftmesh.ms.
100.6.4.64.in-addr.arpa,microsoftmesh.nl.
100.6.4.64.in-addr.arpa,microsoftmesh.tv.
100.6.4.64.in-addr.arpa,microsoftmesh.tw.
100.6.4.64.in-addr.arpa,microsoftmesh.ws.
100.6.4.64.in-addr.arpa,microsoftmesh.biz.
100.6.4.64.in-addr.arpa,microsoftvolt.asia.
100.6.4.64.in-addr.arpa,mijnreisgezel.be.
100.6.4.64.in-addr.arpa,movefromgmail.com.
100.6.4.64.in-addr.arpa,movefromgmail.net.
100.6.4.64.in-addr.arpa,mprojectspark.com.
100.6.4.64.in-addr.arpa,mprojectspark.net.
100.6.4.64.in-addr.arpa,ms-enterprise.ru.
100.6.4.64.in-addr.arpa,msftholograms.com.
100.6.4.64.in-addr.arpa,msftholograms.net.
100.6.4.64.in-addr.arpa,office-4-work.com.
100.6.4.64.in-addr.arpa,office-4-work.com.tw.
100.6.4.64.in-addr.arpa,office-4-work.net.
100.6.4.64.in-addr.arpa,office365-smb.com.
100.6.4.64.in-addr.arpa,office365-smb.net.
100.6.4.64.in-addr.arpa,officesurface.com.
100.6.4.64.in-addr.arpa,officesurface.net.
100.6.4.64.in-addr.arpa,onlinesurface.com.
100.6.4.64.in-addr.arpa,outlookonline.cn.
100.6.4.64.in-addr.arpa,outlookonline.com.cn.
100.6.4.64.in-addr.arpa,project-spark.com.
100.6.4.64.in-addr.arpa,project-spark.net.
100.6.4.64.in-addr.arpa,projectroslyn.com.
100.6.4.64.in-addr.arpa,projectroslyn.net.
100.6.4.64.in-addr.arpa,projectroslyn.org.
100.6.4.64.in-addr.arpa,rememberreach.net.
100.6.4.64.in-addr.arpa,restart-italy.eu.
100.6.4.64.in-addr.arpa,skype-connect.nl.
100.6.4.64.in-addr.arpa,skype-connect.com.br.
100.6.4.64.in-addr.arpa,skype-manager.nl.
100.6.4.64.in-addr.arpa,skype-manager.com.br.
100.6.4.64.in-addr.arpa,socialmoments.se.
100.6.4.64.in-addr.arpa,solutionsexpo.cl.
100.6.4.64.in-addr.arpa,sparksproject.net.
100.6.4.64.in-addr.arpa,studentsphere.my.
100.6.4.64.in-addr.arpa,studentsphere.sg.
100.6.4.64.in-addr.arpa,surfacebrowse.com.
100.6.4.64.in-addr.arpa,surfacebrowse.net.
100.6.4.64.in-addr.arpa,surfacecadcam.com.
100.6.4.64.in-addr.arpa,surfacecadcam.net.
100.6.4.64.in-addr.arpa,surfacegaming.com.
100.6.4.64.in-addr.arpa,surfacegaming.net.
100.6.4.64.in-addr.arpa,surfacemirror.com.
100.6.4.64.in-addr.arpa,surfacemirror.net.
100.6.4.64.in-addr.arpa,surfaceoffice.com.
100.6.4.64.in-addr.arpa,surfaceoffice.net.
100.6.4.64.in-addr.arpa,surfacepuzzle.com.
100.6.4.64.in-addr.arpa,surfacepuzzle.net.
100.6.4.64.in-addr.arpa,surfaceracing.com.
100.6.4.64.in-addr.arpa,surfaceracing.net.
100.6.4.64.in-addr.arpa,surfaceschool.com.
100.6.4.64.in-addr.arpa,surfaceschool.net.
100.6.4.64.in-addr.arpa,surfacestereo.com.
100.6.4.64.in-addr.arpa,surfacestereo.net.
100.6.4.64.in-addr.arpa,trendpreppers.com.
100.6.4.64.in-addr.arpa,trendpreppers.net.
100.6.4.64.in-addr.arpa,trilingualdba.us.
100.6.4.64.in-addr.arpa,trilingualdba.biz.
100.6.4.64.in-addr.arpa,trilingualdba.com.
100.6.4.64.in-addr.arpa,trilingualdba.net.
100.6.4.64.in-addr.arpa,trilingualdba.info.
100.6.4.64.in-addr.arpa,tuproximopaso.com.
100.6.4.64.in-addr.arpa,ucrewmarathon.be.
100.6.4.64.in-addr.arpa,unilingualdba.us.
100.6.4.64.in-addr.arpa,unilingualdba.biz.
100.6.4.64.in-addr.arpa,unilingualdba.com.
100.6.4.64.in-addr.arpa,unilingualdba.net.
100.6.4.64.in-addr.arpa,unilingualdba.info.
100.6.4.64.in-addr.arpa,voltmicrosoft.asia.
100.6.4.64.in-addr.arpa,windowscampus.ca.
100.6.4.64.in-addr.arpa,wineensurface.be.
100.6.4.64.in-addr.arpa,winserver2008.in.
100.6.4.64.in-addr.arpa,youthsparkhub.com.
100.6.4.64.in-addr.arpa,0365winfactory.in.
100.6.4.64.in-addr.arpa,0365winfactory.com.
100.6.4.64.in-addr.arpa,0365winfactory.net.
100.6.4.64.in-addr.arpa,343productions.com.
100.6.4.64.in-addr.arpa,343productions.net.
100.6.4.64.in-addr.arpa,achieveharmony.com.
100.6.4.64.in-addr.arpa,azure4research.com.
100.6.4.64.in-addr.arpa,azure4research.net.
100.6.4.64.in-addr.arpa,communityaward.com.
100.6.4.64.in-addr.arpa,completelyboss.in.
100.6.4.64.in-addr.arpa,controllerfree.co.uk.
100.6.4.64.in-addr.arpa,controllerfree.com.
100.6.4.64.in-addr.arpa,controllerfree.net.
100.6.4.64.in-addr.arpa,controllerfree.org.
100.6.4.64.in-addr.arpa,crmitprocenter.com.
100.6.4.64.in-addr.arpa,dealregmsindia.com.
100.6.4.64.in-addr.arpa,digital-eatery.de.
100.6.4.64.in-addr.arpa,digital-eatery.com.
100.6.4.64.in-addr.arpa,digital-eatery.net.
100.6.4.64.in-addr.arpa,donottracksuit.com.
100.6.4.64.in-addr.arpa,edvantagemfitd.com.
100.6.4.64.in-addr.arpa,elmomentoahora.com.
100.6.4.64.in-addr.arpa,elmomentoahora.net.
100.6.4.64.in-addr.arpa,endless-skater.com.
100.6.4.64.in-addr.arpa,endless-skater.net.
100.6.4.64.in-addr.arpa,gesturesurface.com.
100.6.4.64.in-addr.arpa,gesturesurface.net.
100.6.4.64.in-addr.arpa,goodscientists.com.
100.6.4.64.in-addr.arpa,halo5guardians.ca.
100.6.4.64.in-addr.arpa,halo5guardians.cn.
100.6.4.64.in-addr.arpa,halo5guardians.co.in.
100.6.4.64.in-addr.arpa,halo5guardians.co.uk.
100.6.4.64.in-addr.arpa,halo5guardians.in.
100.6.4.64.in-addr.arpa,halo5guardians.jp.
100.6.4.64.in-addr.arpa,halo5guardians.tw.
100.6.4.64.in-addr.arpa,halo5guardians.com.au.
100.6.4.64.in-addr.arpa,halo5guardians.com.cn.
100.6.4.64.in-addr.arpa,halo5guardians.com.tw.
100.6.4.64.in-addr.arpa,halo5guardians.net.
100.6.4.64.in-addr.arpa,halo5guardians.org.
100.6.4.64.in-addr.arpa,hololensstudio.com.
100.6.4.64.in-addr.arpa,homeoffice-day.ch.
100.6.4.64.in-addr.arpa,hostedgitrepos.com.
100.6.4.64.in-addr.arpa,hostedgitrepos.net.
100.6.4.64.in-addr.arpa,icrosofthealth.com.
100.6.4.64.in-addr.arpa,ilearnontheweb.com.
100.6.4.64.in-addr.arpa,insideonedrive.com.
100.6.4.64.in-addr.arpa,insideonedrive.net.
100.6.4.64.in-addr.arpa,itacademylatam.com.
100.6.4.64.in-addr.arpa,mappingsurface.com.
100.6.4.64.in-addr.arpa,mappingsurface.net.
100.6.4.64.in-addr.arpa,mcrosofthealth.com.
100.6.4.64.in-addr.arpa,micosofthealth.com.
100.6.4.64.in-addr.arpa,microofthealth.com.
100.6.4.64.in-addr.arpa,microsfthealth.com.
100.6.4.64.in-addr.arpa,microsofhealth.com.
100.6.4.64.in-addr.arpa,microsoftboard.ca.
100.6.4.64.in-addr.arpa,microsoftboard.cn.
100.6.4.64.in-addr.arpa,microsoftboard.co.in.
100.6.4.64.in-addr.arpa,microsoftboard.co.uk.
100.6.4.64.in-addr.arpa,microsoftboard.hk.
100.6.4.64.in-addr.arpa,microsoftboard.in.
100.6.4.64.in-addr.arpa,microsoftboard.jp.
100.6.4.64.in-addr.arpa,microsoftboard.tw.
100.6.4.64.in-addr.arpa,microsoftboard.com.au.
100.6.4.64.in-addr.arpa,microsoftboard.com.cn.
100.6.4.64.in-addr.arpa,microsoftboard.com.hk.
